products_export_1 
Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Bought together products (product.metafields.globo--filter--product_recommendation.bought_together_products),Complementary products (product.metafields.globo--filter--product_recommendation.complementary_products),Related products (product.metafields.globo--filter--product_recommendation.related_products),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / United States,Price / United States,Compare At Price / United States,Status 
ampro-pro-styl-regular-hold-6oz-copy,Ampro Pro Styl Regular Hold 10oz,,BEAUTY FETCH,Health & Beauty > Personal Care > Hair Care > Hair Styling Products,,HGBH,TRUE,Title,Default Title,,,,,,,,,0.0,shopify,continue,manual,4.75,,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0889/4637/7073/files/shopping_73393373-6dc6-462d-b280-b98e7d6946da.webp?v=1734849396,1,,FALSE,,,,,,,,,,,,,,,,,,,,,,,lb,,4.32,TRUE,,,active
ampro-pro-styl-super-hold-6oz-copy,Ampro Pro Styl Regular Hold 15oz,,BEAUTY FETCH,Health & Beauty > Personal Care > Hair Care > Hair Styling Products,,HGBH,TRUE,Title,Default Title,,,,,,,,,0.0,shopify,continue,manual,5.94,,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0889/4637/7073/files/shopping_dd0eb286-4636-48b0-9c08-60a4758f99f4.webp?v=1734849522,1,,FALSE,,,,,,,,,,,,,,,,,,,,,,,lb,,5.40,TRUE,,,active
ampro-pro-styl-super-hold-6oz,Ampro Pro Styl Super Hold 10oz,,BEAUTY FETCH,Health & Beauty > Personal Care > Hair Care > Hair Styling Products,,HGBH,TRUE,Title,Default Title,,,,,,,,,0.0,shopify,continue,manual,4.75,,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0889/4637/7073/files/shopping_0da03465-7917-4c32-b46f-da0bb47892eb.webp?v=1734849466,1,,FALSE,,,,,,,,,,,,,,,,,,,,,,,lb,,4.32,TRUE,,,active
ebin-wonder-lace-bond-lace-glue-active-0-23oz-copy,EBIN wonder Lace Bond Lace Glue Original 0.23oz,,BEAUTY FETCH,Arts & Entertainment > Hobbies & Creative Arts > Arts & Crafts > Art & Crafting Materials > Crafting Adhesives & Magnets > Craft & Office Glue,,HGBH,TRUE,Title,Default Title,,,,,,,,,0.0,shopify,continue,manual,4.75,,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0889/4637/7073/files/shopping_640526bd-5183-4029-9aa7-1706ebf1eaaa.webp?v=1734848390,1,,FALSE,,,,,,,,,,,,,,,,,,,,,,,lb,,4.32,TRUE,,,active
ebin-wonder-lace-bond-lace-glue-original-1oz-copy,EBIN wonder Lace Bond Lace Glue Active 0.23oz,,BEAUTY FETCH,Arts & Entertainment > Hobbies & Creative Arts > Arts & Crafts > Art & Crafting Materials > Crafting Adhesives & Magnets > Craft & Office Glue,,HGBH,TRUE,Title,Default Title,,,,,,,,,0.0,shopify,continue,manual,4.75,,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0889/4637/7073/files/shopping_0a9c0568-5df9-48c9-a11f-12d7b62dcf23.webp?v=1734847884,1,,FALSE,,,,,,,,,,,,,,,,,,,,,,,lb,,4.32,TRUE,,,active
ebin-wonder-lace-bond-lace-glue-supreme-1oz-copy,EBIN wonder Lace Bond Lace Glue Sensitive 0.23oz,,BEAUTY FETCH,Arts & Entertainment > Hobbies & Creative Arts > Arts & Crafts > Art & Crafting Materials > Crafting Adhesives & Magnets > Craft & Office Glue,,HGBH,TRUE,Title,Default Title,,,,,,,,,0.0,shopify,continue,manual,4.75,,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0889/4637/7073/files/images_25cf710b-dab8-43f3-9a4a-5b6704d5f9ea.jpg?v=1734847806,1,,FALSE,,,,,,,,,,,,,,,,,,,,,,,lb,,4.32,TRUE,,,active
ebin-wonder-lace-bond-lace-glue-supreme-1oz,EBIN wonder Lace Bond Lace Glue Supreme 0.23oz,,BEAUTY FETCH,Arts & Entertainment > Hobbies & Creative Arts > Arts & Crafts > Art & Crafting Materials > Crafting Adhesives & Magnets > Craft & Office Glue,,HGBH,TRUE,Title,Default Title,,,,,,,,,0.0,shopify,continue,manual,4.75,,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0889/4637/7073/files/images_7d57c47b-6eba-4168-b12b-e2a03891efa9.jpg?v=1734845923,1,,FALSE,,,,,,,,,,,,,,,,,,,,,,,lb,,4.32,TRUE,,,active
chi-infra-silk-infusion-12oz-copy,Chi Infra Silk Infusion 2oz,,BEAUTY FETCH,Health & Beauty > Personal Care > Hair Care > Hair Styling Products,,HGBH,TRUE,Title,Default Title,,,,,,,,,0.0,shopify,continue,manual,11.89,,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0889/4637/7073/files/download_c3ef8c10-0143-4bd3-b418-f45c13e48167.jpg?v=1734839709,1,,FALSE,,,,,,,,,,,,,,,,,,,,,,,lb,,10.81,TRUE,,,active
chi-infra-silk-infusion-2oz-copy,Chi Infra Silk Infusion 12oz,,BEAUTY FETCH,Health & Beauty > Personal Care > Hair Care > Hair Styling Products,,HGBH,TRUE,Title,Default Title,,,,,,,,,0.0,shopify,continue,manual,23.80,,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0889/4637/7073/files/download_0c959be8-cfeb-469f-b594-9a41260314b2.jpg?v=1734840647,1,,FALSE,,,,,,,,,,,,,,,,,,,,,,,lb,,21.64,TRUE,,,active
chi-infra-silk-infusion-2oz,Chi Infra Silk Infusion 0.5oz,,BEAUTY FETCH,Health & Beauty > Personal Care > Hair Care > Hair Styling Products,,HGBH,TRUE,Title,Default Title,,,,,,,,,0.0,shopify,continue,manual,3.56,,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0889/4637/7073/files/download_c3ef8c10-0143-4bd3-b418-f45c13e48167.jpg?v=1734839709,1,,FALSE,,,,,,,,,,,,,,,,,,,,,,,lb,,3.24,TRUE,,,active
nickak-callus-shaver,Nickak Callus Shaver,,BEAUTY FETCH,Health & Beauty > Personal Care > Cosmetics > Cosmetic Tools > Skin Care Tools,,HGBH,TRUE,Title,Default Title,,,,,,,,,0.0,shopify,continue,manual,3.56,,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0889/4637/7073/files/download_0b02a948-3b76-43f9-ad6d-3e30075a9826.jpg?v=1734711193,1,,FALSE,,,,,,,,,,,,,,,,,,,,,,,lb,,3.24,TRUE,,,active
kiss-artisan-spa-pedicure-file,KISS Artisan Spa Pedicure File,,BEAUTY FETCH,Health & Beauty > Personal Care > Cosmetics > Cosmetic Tools > Nail Tools > Nail Files & Emery Boards,,HGBH,TRUE,Title,Default Title,,,,,,,,,0.0,shopify,continue,manual,9.52,,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0889/4637/7073/files/download_b8a331c2-b1dc-4e31-b070-70f44d34925f.jpg?v=1734710914,1,,FALSE,,,,,,,,,,,,,,,,,,,,,,,lb,,8.65,TRUE,,,active
red-frosting-cap-tipping-needle,RED Frosting Cap & Tipping Needle,,BEAUTY FETCH,Home & Garden > Kitchen & Dining > Kitchen Tools & Utensils > Cake Decorating Supplies,,HGBH,TRUE,Title,Default Title,,,,,,,,,0.0,shopify,continue,manual,2.36,,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0889/4637/7073/files/download_2d96695f-4162-4627-9cfd-404eb1c958cf.jpg?v=1734710812,1,,FALSE,,,,,,,,,,,,,,,,,,,,,,,lb,,2.15,TRUE,,,active
red-all-purpose-salon-cape,RED All Purpose Salon Cape,,BEAUTY FETCH,Business & Industrial > Hairdressing & Cosmetology > Hairdressing Capes & Neck Covers,,HGBH,TRUE,Title,Default Title,,,,,,,,,0.0,shopify,continue,manual,11.89,,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0889/4637/7073/files/download_c256952b-d9e8-4d30-b556-1d9455d1c234.jpg?v=1734710723,1,,FALSE,,,,,,,,,,,,,,,,,,,,,,,lb,,10.81,TRUE,,,active
worlds-of-curls-curl-activator-16oz-copy,Worlds Of Curls Curl Activator 32oz,,BEAUTY FETCH,Health & Beauty > Personal Care > Hair Care > Hair Styling Products,,HGBH,TRUE,Title,Default Title,,,,,,,,,0.0,shopify,continue,manual,11.89,,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0889/4637/7073/files/download_5426384c-4a90-4e80-a593-d72a3636733a.jpg?v=1734710495,1,,FALSE,,,,,,,,,,,,,,,,,,,,,,,lb,,10.81,TRUE,,,active
worlds-of-curls-curl-activator-16oz,Worlds Of Curls Curl Activator 16oz,,BEAUTY FETCH,Health & Beauty > Personal Care > Hair Care > Hair Styling Products,,HGBH,TRUE,Title,Default Title,,,,,,,,,0.0,shopify,continue,manual,7.13,,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0889/4637/7073/files/download_5426384c-4a90-4e80-a593-d72a3636733a.jpg?v=1734710495,1,,FALSE,,,,,,,,,,,,,,,,,,,,,,,lb,,6.48,TRUE,,,active
moco-de-gorila-snot-gel-gamer-11oz-copy,Moco De Gorila Snot Gel Rockeror 11oz,,BEAUTY FETCH,Health & Beauty > Personal Care > Hair Care > Hair Styling Products,,HGBH,TRUE,Title,Default Title,,,,,,,,,0.0,shopify,continue,manual,5.94,,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0889/4637/7073/files/download_3d4fae21-ec19-4563-87db-424c78e8202f.jpg?v=1734710302,1,,FALSE,,,,,,,,,,,,,,,,,,,,,,,lb,,5.40,TRUE,,,active
moco-de-gorila-snot-gel-punk-11oz-copy,Moco De Gorila Snot Gel Gamer 11oz,,BEAUTY FETCH,Health & Beauty > Personal Care > Hair Care > Hair Styling Products,,HGBH,TRUE,Title,Default Title,,,,,,,,,0.0,shopify,continue,manual,5.94,,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0889/4637/7073/files/download_318affc0-ae71-42c4-af09-c24427e68f69.jpg?v=1734710240,1,,FALSE,,,,,,,,,,,,,,,,,,,,,,,lb,,5.40,TRUE,,,active
moco-de-gorila-snot-gel-punk-3oz-copy,Moco De Gorila Snot Gel Punk 11oz,,BEAUTY FETCH,Health & Beauty > Personal Care > Hair Care > Hair Styling Products,,HGBH,TRUE,Title,Default Title,,,,,,,,,0.0,shopify,continue,manual,5.94,,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0889/4637/7073/files/download_fa730fd2-3425-46e5-b942-40c7365261c3.jpg?v=1734710180,1,,FALSE,,,,,,,,,,,,,,,,,,,,,,,lb,,5.40,TRUE,,,active
moco-de-gorila-snot-gel-punk-3oz,Moco De Gorila Snot Gel Punk 3oz,,BEAUTY FETCH,Health & Beauty > Personal Care > Hair Care > Hair Styling Products,,HGBH,TRUE,Title,Default Title,,,,,,,,,0.0,shopify,continue,manual,2.36,,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0889/4637/7073/files/download_d07a05cd-efd2-4013-8936-ee7500ad2335.jpg?v=1734710111,1,,FALSE,,,,,,,,,,,,,,,,,,,,,,,lb,,2.15,TRUE,,,active
lets-jam-extra-hold-4-4oz-copy,Let's Jam Regular Hold 4.4oz,,BEAUTY FETCH,Health & Beauty > Personal Care > Hair Care > Hair Styling Products,,HGBH,TRUE,Title,Default Title,,,,,,,,,0.0,shopify,continue,manual,5.94,,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0889/4637/7073/files/download_5a47b550-1932-4449-a59b-b2e5f1818e8d.jpg?v=1734709775,1,,FALSE,,,,,,,,,,,,,,,,,,,,,,,lb,,5.40,TRUE,,,active
lets-jam-extra-hold-14oz-copy,Let's Jam Extra Hold 4.4oz,,BEAUTY FETCH,Health & Beauty > Personal Care > Hair Care > Hair Styling Products,,HGBH,TRUE,Title,Default Title,,,,,,,,,0.0,shopify,continue,manual,5.94,,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0889/4637/7073/files/download_9cddf86f-c15b-4bef-b017-11debcd2ae2a.jpg?v=1734709853,1,,FALSE,,,,,,,,,,,,,,,,,,,,,,,lb,,5.40,TRUE,,,active
lets-jam-regular-hold-14oz-copy,Let's Jam Extra Hold 14oz,,BEAUTY FETCH,Health & Beauty > Personal Care > Hair Care > Hair Styling Products,,HGBH,TRUE,Title,Default Title,,,,,,,,,0.0,shopify,continue,manual,11.89,,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0889/4637/7073/files/download_9cddf86f-c15b-4bef-b017-11debcd2ae2a.jpg?v=1734709853,1,,FALSE,,,,,,,,,,,,,,,,,,,,,,,lb,,10.81,TRUE,,,active
lets-jam-regular-hold-14oz,Let's Jam Regular Hold 14oz,,BEAUTY FETCH,Health & Beauty > Personal Care > Hair Care > Hair Styling Products,,HGBH,TRUE,Title,Default Title,,,,,,,,,0.0,shopify,continue,manual,11.89,,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0889/4637/7073/files/download_5a47b550-1932-4449-a59b-b2e5f1818e8d.jpg?v=1734709775,1,,FALSE,,,,,,,,,,,,,,,,,,,,,,,lb,,10.81,TRUE,,,active
chaap-liquid-razor-4oz-copy,Chazap Liquid Razor 8oz,,BEAUTY FETCH,Uncategorized,,HGBH,TRUE,Title,Default Title,,,,,,,,,0.0,shopify,continue,manual,11.89,,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0889/4637/7073/files/51U23cDD_sL._SL1313.jpg?v=1734709373,1,,FALSE,,,,,,,,,,,,,,,,,,,,,,,lb,,10.81,TRUE,,,active
chaap-liquid-razor,Chazap Liquid Razor 4oz,,BEAUTY FETCH,Uncategorized,,HGBH,TRUE,Title,Default Title,,,,,,,,,0.0,shopify,continue,manual,7.13,,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0889/4637/7073/files/download_2a57e7d2-860b-49c7-9c70-ee31323ee3e4.jpg?v=1734709239,1,,FALSE,,,,,,,,,,,,,,,,,,,,,,,lb,,6.48,TRUE,,,active
pinaud-clubman-powder,Pinaud Clubman Powder,,BEAUTY FETCH,Uncategorized,,HGBH,TRUE,Title,Default Title,,,,,,,,,0.0,shopify,continue,manual,9.52,,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0889/4637/7073/files/download_fb45b89f-7e03-4a6e-bf9e-8dcbf51b184d.jpg?v=1734706055,1,,FALSE,,,,,,,,,,,,,,,,,,,,,,,lb,,8.65,TRUE,,,active
clairol-shimmer-lights,Clairol Shimmer Lights Shampoo,,BEAUTY FETCH,Uncategorized,,HGBH,TRUE,size,8oz,,,,,,,,,0.0,shopify,continue,manual,9.52,,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0889/4637/7073/files/download_bd7fa7d4-bb34-4581-a2d3-a727a7ce6a39.jpg?v=1734705611,1,,FALSE,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0889/4637/7073/files/download_bd7fa7d4-bb34-4581-a2d3-a727a7ce6a39.jpg?v=1734705611,lb,,8.65,TRUE,,,active
clairol-shimmer-lights,,,,,,,,,16oz,,,,,,,,,0.0,shopify,continue,manual,15.47,,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0889/4637/7073/files/download_bd7fa7d4-bb34-4581-a2d3-a727a7ce6a39.jpg?v=1734705611,lb,,14.06,,,,
clairol-shimmer-lights,,,,,,,,,31.5oz,,,,,,,,,0.0,shopify,continue,manual,26.18,,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0889/4637/7073/files/download_bd7fa7d4-bb34-4581-a2d3-a727a7ce6a39.jpg?v=1734705611,lb,,23.80,,,,
isoplus-light-oil-sheen,Isoplus Light Oil Sheen,,BEAUTY FETCH,"Vehicles & Parts > Vehicle Parts & Accessories > Vehicle Maintenance, Care & Decor > Vehicle Cleaning",,HGBH,TRUE,Title,Default Title,,,,,,,,,0.0,shopify,continue,manual,8.33,,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0889/4637/7073/files/download_dc460348-0396-483d-89ec-7e8f7ce70770.jpg?v=1734705312,1,,FALSE,,,,,,,,,,,,,,,,,,,,,,,lb,,7.57,TRUE,,,active
gts-lace-glue,GTS Lace Glue,,BEAUTY FETCH,Arts & Entertainment > Hobbies & Creative Arts > Arts & Crafts > Art & Crafting Materials > Crafting Adhesives & Magnets > Craft & Office Glue,,HGBH,TRUE,Title,Default Title,,,,,,,,,0.0,shopify,continue,manual,11.89,,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0889/4637/7073/files/images_178b5fc7-b40a-4e17-8556-3e17e4347452.jpg?v=1734704862,1,,FALSE,,,,,,,,,,,,,,,,,,,,,,,lb,,10.81,TRUE,,,active
ebin-wonder-lace-bond-extreme-firm-hold-copy,EBIN Wonder Lace Bond Extreme Firm Hold Supreme,,BEAUTY FETCH,Arts & Entertainment > Hobbies & Creative Arts > Arts & Crafts > Art & Crafting Materials > Crafting Adhesives & Magnets > Craft & Office Glue,,HGBH,TRUE,Title,Default Title,,,,,,,,,0.0,shopify,continue,manual,13.09,,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0889/4637/7073/files/download_c0055489-7769-4cde-b285-7cf24faa229b.jpg?v=1734639662,1,,FALSE,,,,,,,,,,,,,,,,,,,,,,,lb,,11.90,TRUE,,,active
ebin-wonder-lace-bond-extra-mega-hold-copy,EBIN Wonder Lace Bond Extreme Firm Hold Active,,BEAUTY FETCH,Arts & Entertainment > Hobbies & Creative Arts > Arts & Crafts > Art & Crafting Materials > Crafting Adhesives & Magnets > Craft & Office Glue,,HGBH,TRUE,Title,Default Title,,,,,,,,,0.0,shopify,continue,manual,13.09,,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0889/4637/7073/files/download_3604dea9-56a2-4c53-9605-34e7d752d711.jpg?v=1734639589,1,,FALSE,,,,,,,,,,,,,,,,,,,,,,,lb,,11.90,TRUE,,,active
ebin-wonder-lace-bond-extra-mega-hold,EBIN Wonder Lace Bond Extra Mega Hold,,BEAUTY FETCH,Arts & Entertainment > Hobbies & Creative Arts > Arts & Crafts > Art & Crafting Materials > Crafting Adhesives & Magnets > Craft & Office Glue,,HGBH,TRUE,Title,Default Title,,,,,,,,,0.0,shopify,continue,manual,13.09,,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0889/4637/7073/files/download_3bd6be91-5001-4869-aa92-202df494a67f.jpg?v=1734639512,1,,FALSE,,,,,,,,,,,,,,,,,,,,,,,lb,,11.90,TRUE,,,active
ebin-wonder-lace-bond-sports-edition-copy,EBIN Wonder Lace Bond Sports Edition 1oz,,BEAUTY FETCH,Sporting Goods > Athletics > General Purpose Athletic Equipment > Sports & Agility Cones,,HGBH,TRUE,Title,Default Title,,,,,,,,,0.0,shopify,continue,manual,4.75,,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0889/4637/7073/files/images_57225a76-df36-4fa5-b04f-a44b3ece833a.jpg?v=1734639365,1,,FALSE,,,,,,,,,,,,,,,,,,,,,,,lb,,4.32,TRUE,,,active
ebin-wonder-lace-bond-sports-edition,EBIN Wonder Lace Bond Sports Edition,,BEAUTY FETCH,Sporting Goods > Athletics > General Purpose Athletic Equipment > Sports & Agility Cones,,HGBH,TRUE,Title,Default Title,,,,,,,,,0.0,shopify,continue,manual,20.23,,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0889/4637/7073/files/download_0cd5eb3c-1044-40ed-8458-dce66ba64d17.jpg?v=1734639251,1,,FALSE,,,,,,,,,,,,,,,,,,,,,,,lb,,18.39,TRUE,,,active
bio-silk,Bio Silk,,BEAUTY FETCH,Arts & Entertainment > Hobbies & Creative Arts > Arts & Crafts > Art & Crafting Materials > Crafting Fibers,,HGBH,TRUE,size,0.5 oz,,,,,,,,,0.0,shopify,continue,manual,3.99,,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0889/4637/7073/files/download_61d4f619-e4a0-4ecd-b4c9-b41b7bd38277.jpg?v=1734639178,1,,FALSE,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0889/4637/7073/files/download_6b651b35-0eec-4211-aa54-d17f70862b96.jpg?v=1734705106,lb,,3.25,TRUE,,,active
bio-silk,,,,,,,,,2.26oz,,,,,,,,,0.0,shopify,continue,manual,13.09,,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0889/4637/7073/files/download_6b651b35-0eec-4211-aa54-d17f70862b96.jpg?v=1734705106,2,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0889/4637/7073/files/download_61d4f619-e4a0-4ecd-b4c9-b41b7bd38277.jpg?v=1734639178,lb,,11.90,,,,
blue-magic-12oz,Blue Magic 12oz,,BEAUTY FETCH,Health & Beauty > Personal Care > Hair Care > Hair Styling Products,,HGBH,TRUE,Title,Default Title,,,,,,,,,0.0,shopify,continue,manual,4.75,,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0889/4637/7073/files/images_ad511b85-8b09-489e-a52e-8e773c59db61.jpg?v=1734639071,1,,FALSE,,,,,,,,,,,,,,,,,,,,,,,lb,,4.32,TRUE,,,active
style-fixer-twist-curl-gel,Style Fixer Twist Curl Gel,,BEAUTY FETCH,Health & Beauty > Personal Care > Hair Care > Hair Styling Products,,HGBH,TRUE,Title,Default Title,,,,,,,,,0.0,shopify,continue,manual,9.52,,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0889/4637/7073/files/download_afa5e1ad-54b9-4589-bbb5-1196e35892a7.jpg?v=1734638693,1,,FALSE,,,,,,,,,,,,,,,,,,,,,,,lb,,8.65,TRUE,,,active
barbicide-rtu-non-aerosol-spray-15oz,Barbicide RTU Non-Aerosol Spray 15oz,,BEAUTY FETCH,Business & Industrial > Piercing & Tattooing > Tattooing Supplies > Tattooing Inks,,HGBH,TRUE,Title,Default Title,,,,,,,,,0.0,shopify,continue,manual,11.89,,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0889/4637/7073/files/download_401df155-588b-4f48-afec-82e9ac27089c.jpg?v=1734638573,1,,FALSE,,,,,,,,,,,,,,,,,,,,,,,lb,,9.73,TRUE,,,active
pinaud-after-shave-lotion-6oz,Pinaud After Shave Lotion 6oz,,BEAUTY FETCH,Health & Beauty > Personal Care > Shaving & Grooming > Aftershave,,HGBH,TRUE,Title,Default Title,,,,,,,,,0.0,shopify,continue,manual,9.52,,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0889/4637/7073/files/download_69641d7f-4278-4c9b-a5f8-c43eb65d26c3.jpg?v=1734638505,1,,FALSE,,,,,,,,,,,,,,,,,,,,,,,lb,,8.65,TRUE,,,active
sportin-waves-3-5oz,Sportin' Waves 3.5oz,,BEAUTY FETCH,Health & Beauty > Personal Care > Hair Care > Hair Styling Products,,HGBH,TRUE,Title,Default Title,,,,,,,,,0.0,shopify,continue,manual,3.56,,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0889/4637/7073/files/download_678cd926-1db2-4c15-b06e-0676dd1ca79b.jpg?v=1734638304,1,,FALSE,,,,,,,,,,,,,,,,,,,,,,,lb,,3.24,TRUE,,,active
sea-breeze-sensitive-skin-8oz-copy,Sea Breeze Original 8oz,,BEAUTY FETCH,Health & Beauty > Personal Care > Cosmetics > Skin Care > Lotions & Moisturizers,,HGBH,TRUE,Title,Default Title,,,,,,,,,0.0,shopify,continue,manual,9.52,,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0889/4637/7073/files/download_a1fe99dd-2d99-4cad-a1a4-6aa78937fe25.jpg?v=1734638249,1,,FALSE,,,,,,,,,,,,,,,,,,,,,,,lb,,8.65,TRUE,,,active
sea-breeze-sensitive-skin-8oz,Sea Breeze Sensitive Skin 8oz,,BEAUTY FETCH,Health & Beauty > Personal Care > Cosmetics > Skin Care > Lotions & Moisturizers,,HGBH,TRUE,Title,Default Title,,,,,,,,,0.0,shopify,continue,manual,9.52,,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0889/4637/7073/files/download_ba9dfc30-df16-4c3e-bbea-253c95e789e3.jpg?v=1734638169,1,,FALSE,,,,,,,,,,,,,,,,,,,,,,,lb,,8.65,TRUE,,,active
barbicide-16oz,Barbicide 16oz,,BEAUTY FETCH,Sporting Goods > Outdoor Recreation > Camping & Hiking > Camping Tools,,HGBH,TRUE,Title,Default Title,,,,,,,,,0.0,shopify,continue,manual,9.52,,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0889/4637/7073/files/images_e1800956-9bcf-41b5-826c-2bc74e0eb69d.jpg?v=1734638055,1,,FALSE,,,,,,,,,,,,,,,,,,,,,,,lb,,8.65,TRUE,,,active
fantasia-heat-protector-straightening-spray-2oz,Fantasia Heat Protector Straightening Spray 2oz,,BEAUTY FETCH,Health & Beauty > Personal Care > Hair Care > Hair Styling Products,,HGBH,TRUE,Title,Default Title,,,,,,,,,0.0,shopify,continue,manual,7.13,,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0889/4637/7073/files/download_bae8c695-fccd-4a7f-8ca8-58edb51de921.jpg?v=1734637943,1,,FALSE,,,,,,,,,,,,,,,,,,,,,,,lb,,6.48,TRUE,,,active
fantasia-liquid-mousse-firm-hold-10oz-copy,Fantasia Liquid Mousse Firm Hold 2oz,,BEAUTY FETCH,Health & Beauty > Personal Care > Hair Care > Hair Styling Products,,HGBH,TRUE,Title,Default Title,,,,,,,,,0.0,shopify,continue,manual,2.36,,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0889/4637/7073/files/images_917eaec6-e3b2-436f-8b97-907149fc6aaf.jpg?v=1734637824,1,,FALSE,,,,,,,,,,,,,,,,,,,,,,,lb,,2.15,TRUE,,,active
fantasia-liquid-mousse-mega-hold-10oz-copy,Fantasia Liquid Mousse Firm Hold 10oz,,BEAUTY FETCH,Health & Beauty > Personal Care > Hair Care > Hair Styling Products,,HGBH,TRUE,Title,Default Title,,,,,,,,,0.0,shopify,continue,manual,9.52,,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0889/4637/7073/files/download_fe3a8cb8-a0cd-4021-b41f-b9e25bc75a98.jpg?v=1734637786,1,,FALSE,,,,,,,,,,,,,,,,,,,,,,,lb,,8.65,TRUE,,,active
fantasia-liquid-mousse-super-hold-10oz-copy,Fantasia Liquid Mousse Mega Hold 10oz,,BEAUTY FETCH,Health & Beauty > Personal Care > Hair Care > Hair Styling Products,,HGBH,TRUE,Title,Default Title,,,,,,,,,0.0,shopify,continue,manual,9.52,,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0889/4637/7073/files/images_24ca9862-f30a-4107-aefb-fb1b66829915.jpg?v=1734637753,1,,FALSE,,,,,,,,,,,,,,,,,,,,,,,lb,,8.65,TRUE,,,active
